case,StartTime,CompleteTime,concept:name,org:resource,responsible
381,2023/11/27 10:35,2023/11/27 15:48,Closed,res10-000001,2
382,2023/11/23 8:00,2023/11/23 12:01,Insert ticket,res1-000001,2
382,2023/11/23 12:01,2023/11/24 8:24,Assign seriousness,res2-000001,2
382,2023/11/24 8:24,2023/11/24 12:08,Create SW anomaly,res3-000001,2
382,2023/11/24 12:08,2023/11/24 15:32,Resolve SW anomaly,res4-000001,2
382,2023/11/24 15:32,2023/11/27 9:00,Require upgrade,res5-000001,2
382,2023/11/27 9:00,2023/11/27 14:04,Take in charge ticket,res6-000001,2
382,2023/11/27 14:04,2023/11/28 8:04,Resolve ticket,res9-000001,2
382,2023/11/28 8:04,2023/11/28 12:25,Closed,res10-000001,2
383,2023/11/24 17:31,2023/11/27 11:42,Insert ticket,res1-000001,2
383,2023/11/27 11:42,2023/11/27 15:15,Assign seriousness,res2-000001,2
383,2023/11/27 15:15,2023/11/28 9:10,Create SW anomaly,res3-000001,2
383,2023/11/28 9:10,2023/11/28 14:14,Resolve SW anomaly,res4-000001,2
383,2023/11/28 14:14,2023/11/29 8:08,Require upgrade,res5-000001,2
383,2023/11/29 8:08,2023/11/29 12:58,Take in charge ticket,res6-000001,2
383,2023/11/29 12:58,2023/11/29 17:33,Resolve ticket,res9-000001,2
383,2023/11/29 17:33,2023/11/30 14:03,Closed,res10-000001,2
384,2023/11/28 8:00,2023/11/28 9:50,Insert ticket,res1-000001,2
384,2023/11/28 9:50,2023/11/28 14:27,Assign seriousness,res2-000001,2
384,2023/11/28 14:27,2023/11/29 9:37,Create SW anomaly,res3-000001,2
384,2023/11/29 9:37,2023/11/29 13:58,Resolve SW anomaly,res4-000001,2
384,2023/11/29 13:58,2023/11/29 16:45,Require upgrade,res5-000001,2
384,2023/11/29 16:45,2023/11/30 11:47,Take in charge ticket,res6-000001,2
384,2023/11/30 11:47,2023/11/30 17:06,Resolve ticket,res9-000001,2
384,2023/11/30 17:06,2023/12/1 13:00,Closed,res10-000001,2
385,2023/11/29 8:00,2023/11/29 12:26,Insert ticket,res1-000001,2
385,2023/11/29 12:26,2023/11/29 16:51,Assign seriousness,res2-000001,2
385,2023/11/29 16:51,2023/11/30 11:55,Create SW anomaly,res3-000001,2
385,2023/11/30 11:55,2023/11/30 15:35,Resolve SW anomaly,res4-000001,2
385,2023/11/30 15:35,2023/12/1 11:08,Require upgrade,res5-000001,2
385,2023/12/1 11:08,2023/12/1 16:36,Take in charge ticket,res6-000001,2
385,2023/12/1 16:36,2023/12/4 12:31,Resolve ticket,res9-000001,2
385,2023/12/4 12:31,2023/12/5 9:15,Closed,res10-000001,2
386,2023/11/30 8:00,2023/11/30 12:54,Assign seriousness,res2-000001,2
386,2023/11/30 12:54,2023/11/30 15:44,Create SW anomaly,res3-000001,2
386,2023/11/30 15:44,2023/12/1 10:50,Resolve SW anomaly,res4-000001,2
386,2023/12/1 11:08,2023/12/1 15:47,Require upgrade,res5-000001,2
386,2023/12/1 16:36,2023/12/4 11:39,Take in charge ticket,res6-000001,2
386,2023/12/4 12:31,2023/12/4 17:28,Resolve ticket,res9-000001,2
386,2023/12/5 9:15,2023/12/5 14:00,Closed,res10-000001,2
387,2023/12/1 17:36,2023/12/4 12:20,Insert ticket,res1-000001,2
387,2023/12/4 12:20,2023/12/5 8:15,Assign seriousness,res2-000001,2
387,2023/12/5 8:15,2023/12/5 12:48,Create SW anomaly,res3-000001,2
387,2023/12/5 12:48,2023/12/5 17:49,Resolve SW anomaly,res4-000001,2
387,2023/12/6 10:50,2023/12/6 13:58,Require upgrade,res5-000001,2
387,2023/12/6 16:55,2023/12/7 12:14,Take in charge ticket,res6-000001,2
387,2023/12/7 12:14,2023/12/7 17:29,Resolve ticket,res9-000001,2
387,2023/12/7 17:29,2023/12/8 13:10,Closed,res10-000001,2
388,2023/12/5 8:00,2023/12/5 12:19,Insert ticket,res1-000001,2
388,2023/12/5 12:19,2023/12/5 17:22,Assign seriousness,res2-000001,2
388,2023/12/5 17:22,2023/12/6 10:50,Require upgrade,res5-000001,2
388,2023/12/6 10:50,2023/12/6 16:55,Take in charge ticket,res6-000001,2
388,2023/12/6 16:55,2023/12/7 11:03,Resolve ticket,res9-000001,2
388,2023/12/7 11:03,2023/12/7 16:29,Closed,res10-000001,2
389,2023/12/6 8:00,2023/12/6 10:51,Insert ticket,res1-000001,2
389,2023/12/6 10:51,2023/12/6 15:27,Assign seriousness,res2-000001,2
389,2023/12/6 15:27,2023/12/7 9:44,Create SW anomaly,res3-000001,2
389,2023/12/7 9:44,2023/12/7 11:59,Resolve SW anomaly,res4-000001,2
389,2023/12/7 11:59,2023/12/7 15:38,Require upgrade,res5-000001,2
389,2023/12/7 15:38,2023/12/8 8:37,Take in charge ticket,res6-000001,2
389,2023/12/8 8:37,2023/12/8 14:35,Resolve ticket,res9-000001,2
389,2023/12/8 14:35,2023/12/11 10:42,Closed,res10-000001,2
390,2023/12/7 8:00,2023/12/7 11:59,Insert ticket,res1-000001,2
390,2023/12/7 11:59,2023/12/7 16:05,Assign seriousness,res2-000001,2
390,2023/12/7 16:05,2023/12/8 10:16,Create SW anomaly,res3-000001,2
390,2023/12/8 10:16,2023/12/8 14:59,Resolve SW anomaly,res4-000001,2
390,2023/12/8 14:59,2023/12/8 17:53,Require upgrade,res5-000001,2
390,2023/12/8 17:53,2023/12/11 12:37,Take in charge ticket,res6-000001,2
390,2023/12/11 12:37,2023/12/11 17:51,Resolve ticket,res9-000001,2
390,2023/12/11 17:51,2023/12/12 12:06,Closed,res10-000001,2
391,2023/12/8 17:40,2023/12/11 10:46,Insert ticket,res1-000001,2
391,2023/12/11 10:46,2023/12/11 15:43,Assign seriousness,res2-000001,2
391,2023/12/11 15:43,2023/12/12 9:34,Create SW anomaly,res3-000001,2
391,2023/12/12 9:34,2023/12/12 13:56,Resolve SW anomaly,res4-000001,2
391,2023/12/12 13:56,2023/12/13 9:48,Require upgrade,res5-000001,2
391,2023/12/13 9:48,2023/12/13 14:09,Take in charge ticket,res6-000001,2
391,2023/12/13 14:09,2023/12/14 10:22,Resolve ticket,res9-000001,2
391,2023/12/14 10:22,2023/12/14 14:52,Closed,res10-000001,2
392,2023/12/12 8:00,2023/12/12 12:24,Insert ticket,res1-000001,2
392,2023/12/12 12:24,2023/12/13 9:22,Assign seriousness,res2-000001,2
392,2023/12/13 9:22,2023/12/13 12:11,Create SW anomaly,res3-000001,2
392,2023/12/13 12:11,2023/12/13 17:12,Resolve SW anomaly,res4-000001,2
392,2023/12/13 17:12,2023/12/14 10:55,Require upgrade,res5-000001,2
392,2023/12/14 10:55,2023/12/14 15:22,Take in charge ticket,res6-000001,2
392,2023/12/14 15:22,2023/12/15 9:11,Resolve ticket,res9-000001,2
392,2023/12/15 9:11,2023/12/15 14:57,Closed,res10-000001,2
393,2023/12/13 8:00,2023/12/13 13:16,Insert ticket,res1-000001,2
393,2023/12/13 13:16,2023/12/14 9:23,Assign seriousness,res2-000001,2
393,2023/12/14 9:23,2023/12/14 14:02,Create SW anomaly,res3-000001,2
393,2023/12/14 14:02,2023/12/15 8:13,Resolve SW anomaly,res4-000001,2
393,2023/12/15 8:13,2023/12/15 13:17,Require upgrade,res5-000001,2
393,2023/12/15 13:17,2023/12/18 10:04,Take in charge ticket,res6-000001,2
393,2023/12/18 10:04,2023/12/18 13:45,Resolve ticket,res9-000001,2
393,2023/12/18 13:45,2023/12/19 8:43,Closed,res10-000001,2
394,2023/12/14 9:23,2023/12/14 15:06,Assign seriousness,res2-000001,2
394,2023/12/14 15:06,2023/12/15 8:46,Create SW anomaly,res3-000001,2
394,2023/12/15 8:46,2023/12/15 11:03,Resolve SW anomaly,res4-000001,2
394,2023/12/15 13:17,2023/12/15 17:34,Require upgrade,res5-000001,2
394,2023/12/18 10:04,2023/12/18 14:32,Take in charge ticket,res6-000001,2
394,2023/12/18 14:32,2023/12/19 10:19,Resolve ticket,res9-000001,2
394,2023/12/19 10:19,2023/12/19 15:31,Closed,res10-000001,2
395,2023/12/15 17:41,2023/12/18 12:22,Insert ticket,res1-000001,2
395,2023/12/18 12:22,2023/12/18 17:04,Assign seriousness,res2-000001,2
395,2023/12/18 17:04,2023/12/19 11:27,Create SW anomaly,res3-000001,2
395,2023/12/19 11:27,2023/12/19 14:44,Resolve SW anomaly,res4-000001,2
395,2023/12/19 14:44,2023/12/20 9:28,Require upgrade,res5-000001,2
395,2023/12/20 9:28,2023/12/20 14:27,Take in charge ticket,res6-000001,2
395,2023/12/20 14:27,2023/12/21 10:15,Resolve ticket,res9-000001,2
395,2023/12/21 10:15,2023/12/21 15:58,Closed,res10-000001,2
396,2023/12/19 8:00,2023/12/19 10:39,Insert ticket,res1-000001,2
396,2023/12/19 10:39,2023/12/19 15:12,Assign seriousness,res2-000001,2
396,2023/12/19 15:12,2023/12/20 9:24,Create SW anomaly,res3-000001,2
396,2023/12/20 9:24,2023/12/20 14:17,Resolve SW anomaly,res4-000001,2
396,2023/12/20 14:17,2023/12/21 8:47,Require upgrade,res5-000001,2
396,2023/12/21 8:47,2023/12/21 12:48,Take in charge ticket,res6-000001,2
396,2023/12/21 12:48,2023/12/22 8:37,Resolve ticket,res9-000001,2
396,2023/12/22 8:37,2023/12/22 14:44,Closed,res10-000001,2
397,2023/12/20 8:00,2023/12/20 10:58,Assign seriousness,res2-000001,2
397,2023/12/20 10:58,2023/12/20 16:51,Create SW anomaly,res3-000001,2
397,2023/12/20 16:51,2023/12/21 9:36,Resolve SW anomaly,res4-000001,2
397,2023/12/21 9:36,2023/12/21 13:20,Require upgrade,res5-000001,2
397,2023/12/21 13:20,2023/12/22 8:37,Take in charge ticket,res6-000001,2
397,2023/12/22 8:37,2023/12/22 14:06,Resolve ticket,res9-000001,2
397,2023/12/22 14:44,2023/12/25 10:05,Closed,res10-000001,2
398,2023/12/21 8:00,2023/12/21 11:12,Insert ticket,res1-000001,2
398,2023/12/21 11:12,2023/12/21 17:35,Assign seriousness,res2-000001,2
398,2023/12/21 17:35,2023/12/22 11:06,Create SW anomaly,res3-000001,2
398,2023/12/22 11:06,2023/12/22 14:41,Resolve SW anomaly,res4-000001,2
398,2023/12/22 14:41,2023/12/22 17:30,Require upgrade,res5-000001,2
398,2023/12/22 17:30,2023/12/25 13:18,Take in charge ticket,res6-000001,2
398,2023/12/25 13:18,2023/12/26 8:41,Resolve ticket,res9-000001,2
398,2023/12/26 8:41,2023/12/26 14:12,Closed,res10-000001,2
399,2023/12/22 17:48,2023/12/25 11:02,Assign seriousness,res2-000001,2
399,2023/12/25 11:02,2023/12/25 14:52,Create SW anomaly,res3-000001,2
399,2023/12/25 14:52,2023/12/26 8:58,Resolve SW anomaly,res4-000001,2
399,2023/12/26 8:58,2023/12/26 15:06,Require upgrade,res5-000001,2
399,2023/12/26 15:06,2023/12/27 11:47,Take in charge ticket,res6-000001,2
399,2023/12/27 11:47,2023/12/27 15:20,Resolve ticket,res9-000001,2
399,2023/12/27 15:20,2023/12/28 9:11,Closed,res10-000001,2
400,2024/1/1 17:00,2024/1/2 8:09,Insert ticket,res1-000001,1
400,2024/1/2 8:09,2024/1/2 9:55,Assign seriousness,res2-000001,1
400,2024/1/2 9:55,2024/1/2 11:15,Create SW anomaly,res3-000001,1
400,2024/1/2 11:15,2024/1/2 12:55,Resolve SW anomaly,res4-000001,1
400,2024/1/2 12:55,2024/1/2 15:40,Require upgrade,res5-000001,1
400,2024/1/2 15:40,2024/1/2 16:49,Take in charge ticket,res6-000001,1
400,2024/1/2 16:49,2024/1/3 8:49,Resolve ticket,res9-000001,1
400,2024/1/3 8:49,2024/1/3 11:07,Closed,res10-000001,1
401,2024/1/2 8:09,2024/1/2 11:20,Insert ticket,res1-000001,1
401,2024/1/2 11:20,2024/1/2 13:53,Assign seriousness,res2-000001,1
401,2024/1/2 13:53,2024/1/2 15:15,Take in charge ticket,res6-000001,1
401,2024/1/2 15:15,2024/1/2 16:18,Resolve ticket,res9-000001,1
401,2024/1/2 16:18,2024/1/2 17:43,Closed,res10-000001,1
402,2024/1/2 11:20,2024/1/2 13:45,Insert ticket,res1-000001,1
402,2024/1/2 13:53,2024/1/2 16:58,Assign seriousness,res2-000001,1
402,2024/1/2 16:58,2024/1/3 8:03,Create SW anomaly,res3-000001,1
402,2024/1/3 8:03,2024/1/3 10:30,Resolve SW anomaly,res4-000001,1
402,2024/1/3 10:30,2024/1/3 11:16,Require upgrade,res5-000001,1
402,2024/1/3 11:16,2024/1/3 14:32,Take in charge ticket,res6-000001,1
402,2024/1/3 14:32,2024/1/3 17:13,Resolve ticket,res9-000001,1
402,2024/1/3 17:13,2024/1/4 8:20,Closed,res10-000001,1
403,2024/1/2 13:45,2024/1/2 13:56,Insert ticket,res1-000001,1
403,2024/1/2 16:58,2024/1/3 9:43,Assign seriousness,res2-000001,1
403,2024/1/3 9:43,2024/1/3 12:26,Create SW anomaly,res3-000001,1
403,2024/1/3 12:26,2024/1/3 13:30,Resolve SW anomaly,res4-000001,1
403,2024/1/3 13:30,2024/1/3 16:37,Require upgrade,res5-000001,1
403,2024/1/3 16:37,2024/1/4 11:07,Take in charge ticket,res6-000001,1
403,2024/1/4 11:07,2024/1/4 13:38,Resolve ticket,res9-000001,1
403,2024/1/4 13:38,2024/1/4 16:04,Closed,res10-000001,1
404,2024/1/2 17:00,2024/1/3 8:24,Insert ticket,res1-000001,1
404,2024/1/3 9:43,2024/1/3 10:55,Assign seriousness,res2-000001,1
404,2024/1/3 12:26,2024/1/3 12:57,Create SW anomaly,res3-000001,1
404,2024/1/3 13:30,2024/1/3 15:21,Resolve SW anomaly,res4-000001,1
404,2024/1/3 16:37,2024/1/4 8:52,Require upgrade,res5-000001,1
404,2024/1/4 11:07,2024/1/4 14:28,Take in charge ticket,res6-000001,1
404,2024/1/4 14:28,2024/1/4 16:05,Resolve ticket,res9-000001,1
404,2024/1/4 16:05,2024/1/5 8:47,Closed,res10-000001,1
405,2024/1/3 8:24,2024/1/3 10:57,Insert ticket,res1-000001,1
405,2024/1/3 10:57,2024/1/3 12:51,Assign seriousness,res2-000001,1
405,2024/1/3 12:57,2024/1/3 14:27,Create SW anomaly,res3-000001,1
405,2024/1/3 15:21,2024/1/4 9:01,Resolve SW anomaly,res4-000001,1
405,2024/1/4 9:01,2024/1/4 10:11,Require upgrade,res5-000001,1
405,2024/1/4 16:54,2024/1/5 8:26,Take in charge ticket,res6-000001,1
405,2024/1/5 8:28,2024/1/5 13:00,Resolve ticket,res9-000001,1
405,2024/1/5 13:00,2024/1/5 14:51,Closed,res10-000001,1
406,2024/1/3 10:57,2024/1/3 13:30,Insert ticket,res1-000001,1
406,2024/1/3 13:30,2024/1/3 14:47,Assign seriousness,res2-000001,1
406,2024/1/3 14:47,2024/1/3 16:23,Create SW anomaly,res3-000001,1
406,2024/1/4 9:01,2024/1/4 9:28,Resolve SW anomaly,res4-000001,1
406,2024/1/4 10:11,2024/1/4 11:40,Require upgrade,res5-000001,1
406,2024/1/5 8:26,2024/1/5 10:19,Take in charge ticket,res6-000001,1
406,2024/1/5 13:00,2024/1/5 14:02,Resolve ticket,res9-000001,1
406,2024/1/5 14:51,2024/1/5 17:15,Closed,res10-000001,1
407,2024/1/3 13:30,2024/1/3 16:07,Insert ticket,res1-000001,1
407,2024/1/3 16:07,2024/1/3 16:55,Assign seriousness,res2-000001,1
407,2024/1/3 16:55,2024/1/4 8:05,Create SW anomaly,res3-000001,1
407,2024/1/4 9:28,2024/1/4 9:36,Resolve SW anomaly,res4-000001,1
407,2024/1/4 11:40,2024/1/4 12:40,Require upgrade,res5-000001,1
407,2024/1/5 10:19,2024/1/5 12:58,Take in charge ticket,res6-000001,1
407,2024/1/5 14:02,2024/1/5 15:01,Resolve ticket,res9-000001,1
407,2024/1/5 17:15,2024/1/8 9:34,Closed,res10-000001,1
408,2024/1/3 17:05,2024/1/3 17:26,Insert ticket,res1-000001,1
408,2024/1/3 17:26,2024/1/4 9:06,Assign seriousness,res2-000001,1
408,2024/1/4 14:28,2024/1/4 16:54,Take in charge ticket,res6-000001,1
408,2024/1/4 16:54,2024/1/5 8:28,Resolve ticket,res9-000001,1
408,2024/1/5 8:47,2024/1/5 10:16,Closed,res10-000001,1
409,2024/1/4 8:00,2024/1/4 10:52,Insert ticket,res1-000001,1
409,2024/1/4 10:52,2024/1/4 12:49,Assign seriousness,res2-000001,1
409,2024/1/4 12:49,2024/1/4 13:50,Create SW anomaly,res3-000001,1
409,2024/1/4 13:50,2024/1/4 15:45,Resolve SW anomaly,res4-000001,1
409,2024/1/4 15:45,2024/1/4 16:43,Require upgrade,res5-000001,1
409,2024/1/5 12:58,2024/1/5 14:32,Take in charge ticket,res6-000001,1
409,2024/1/5 15:01,2024/1/5 17:36,Resolve ticket,res9-000001,1
409,2024/1/8 9:34,2024/1/8 12:23,Closed,res10-000001,1
410,2024/1/4 10:52,2024/1/4 11:42,Insert ticket,res1-000001,1
410,2024/1/4 12:49,2024/1/4 13:52,Assign seriousness,res2-000001,1
410,2024/1/4 13:52,2024/1/4 15:09,Create SW anomaly,res3-000001,1
410,2024/1/4 15:45,2024/1/5 8:02,Resolve SW anomaly,res4-000001,1
410,2024/1/5 8:02,2024/1/5 11:19,Require upgrade,res5-000001,1
410,2024/1/5 14:32,2024/1/5 17:12,Take in charge ticket,res6-000001,1
410,2024/1/5 17:36,2024/1/8 8:56,Resolve ticket,res9-000001,1
410,2024/1/8 12:23,2024/1/8 14:58,Closed,res10-000001,1
411,2024/1/4 11:42,2024/1/4 12:29,Insert ticket,res1-000001,1
411,2024/1/4 13:52,2024/1/4 16:35,Assign seriousness,res2-000001,1
411,2024/1/4 16:35,2024/1/5 9:48,Create SW anomaly,res3-000001,1
411,2024/1/5 9:48,2024/1/5 10:42,Resolve SW anomaly,res4-000001,1
411,2024/1/5 11:19,2024/1/5 12:05,Require upgrade,res5-000001,1
411,2024/1/5 17:12,2024/1/8 10:12,Take in charge ticket,res6-000001,1
411,2024/1/8 10:12,2024/1/8 11:13,Resolve ticket,res9-000001,1
411,2024/1/8 14:58,2024/1/8 15:41,Closed,res10-000001,1
412,2024/1/4 17:08,2024/1/5 9:27,Assign seriousness,res2-000001,1
412,2024/1/5 9:48,2024/1/5 12:03,Create SW anomaly,res3-000001,1
412,2024/1/5 12:05,2024/1/5 13:42,Require upgrade,res5-000001,1
412,2024/1/8 10:12,2024/1/8 14:46,Take in charge ticket,res6-000001,1
412,2024/1/8 14:46,2024/1/8 15:46,Resolve ticket,res9-000001,1
412,2024/1/8 15:46,2024/1/9 8:09,Closed,res10-000001,1
413,2024/1/5 8:00,2024/1/5 9:25,Insert ticket,res1-000001,1
413,2024/1/5 9:27,2024/1/5 11:15,Assign seriousness,res2-000001,1
413,2024/1/5 12:03,2024/1/5 13:58,Create SW anomaly,res3-000001,1
413,2024/1/5 13:58,2024/1/5 15:03,Resolve SW anomaly,res4-000001,1
413,2024/1/5 15:03,2024/1/5 17:37,Require upgrade,res5-000001,1
413,2024/1/8 14:46,2024/1/8 17:29,Take in charge ticket,res6-000001,1
413,2024/1/8 17:29,2024/1/9 10:14,Resolve ticket,res9-000001,1
413,2024/1/9 10:14,2024/1/9 11:30,Closed,res10-000001,1
414,2024/1/5 9:25,2024/1/5 9:43,Insert ticket,res1-000001,1
414,2024/1/5 11:15,2024/1/5 12:46,Assign seriousness,res2-000001,1
414,2024/1/5 13:58,2024/1/5 16:46,Create SW anomaly,res3-000001,1
414,2024/1/5 16:46,2024/1/8 9:00,Resolve SW anomaly,res4-000001,1
414,2024/1/8 9:00,2024/1/8 9:45,Require upgrade,res5-000001,1
414,2024/1/8 17:29,2024/1/9 10:13,Take in charge ticket,res6-000001,1
414,2024/1/9 10:14,2024/1/9 13:24,Resolve ticket,res9-000001,1
414,2024/1/9 13:24,2024/1/9 14:57,Closed,res10-000001,1
415,2024/1/5 9:43,2024/1/5 11:59,Insert ticket,res1-000001,1
415,2024/1/5 12:46,2024/1/5 15:33,Assign seriousness,res2-000001,1
415,2024/1/5 16:46,2024/1/5 17:34,Create SW anomaly,res3-000001,1
415,2024/1/8 9:00,2024/1/8 10:01,Resolve SW anomaly,res4-000001,1
415,2024/1/8 10:01,2024/1/8 10:39,Require upgrade,res5-000001,1
415,2024/1/9 10:13,2024/1/9 12:24,Take in charge ticket,res6-000001,1
415,2024/1/9 13:24,2024/1/9 15:56,Resolve ticket,res9-000001,1
415,2024/1/9 15:56,2024/1/10 8:07,Closed,res10-000001,1
416,2024/1/5 17:12,2024/1/8 9:25,Insert ticket,res1-000001,1
416,2024/1/8 9:25,2024/1/8 10:31,Assign seriousness,res2-000001,1
416,2024/1/8 10:31,2024/1/8 12:07,Create SW anomaly,res3-000001,1
416,2024/1/8 12:07,2024/1/8 12:26,Resolve SW anomaly,res4-000001,1
416,2024/1/8 12:26,2024/1/8 13:22,Require upgrade,res5-000001,1
416,2024/1/9 12:24,2024/1/9 13:10,Take in charge ticket,res6-000001,1
416,2024/1/9 15:56,2024/1/9 17:14,Resolve ticket,res9-000001,1
416,2024/1/10 8:07,2024/1/10 8:52,Closed,res10-000001,1
417,2024/1/8 9:25,2024/1/8 11:13,Insert ticket,res1-000001,1
417,2024/1/8 11:13,2024/1/8 14:34,Assign seriousness,res2-000001,1
417,2024/1/8 14:34,2024/1/8 14:42,Create SW anomaly,res3-000001,1
417,2024/1/8 14:42,2024/1/8 16:41,Resolve SW anomaly,res4-000001,1
417,2024/1/8 16:41,2024/1/9 9:23,Require upgrade,res5-000001,1
417,2024/1/9 13:10,2024/1/9 15:57,Take in charge ticket,res6-000001,1
417,2024/1/9 17:14,2024/1/10 10:24,Resolve ticket,res9-000001,1
417,2024/1/10 10:24,2024/1/10 11:29,Closed,res10-000001,1
418,2024/1/8 11:13,2024/1/8 13:54,Insert ticket,res1-000001,1
418,2024/1/8 14:34,2024/1/8 15:53,Assign seriousness,res2-000001,1
418,2024/1/8 15:53,2024/1/8 17:40,Create SW anomaly,res3-000001,1
418,2024/1/8 17:40,2024/1/9 9:48,Resolve SW anomaly,res4-000001,1
418,2024/1/9 9:48,2024/1/9 11:13,Require upgrade,res5-000001,1
418,2024/1/9 15:57,2024/1/9 16:37,Take in charge ticket,res6-000001,1
418,2024/1/10 10:24,2024/1/10 12:46,Resolve ticket,res9-000001,1
418,2024/1/10 12:46,2024/1/10 16:17,Closed,res10-000001,1
419,2024/1/8 13:54,2024/1/8 15:43,Insert ticket,res1-000001,1
419,2024/1/8 15:53,2024/1/8 17:56,Assign seriousness,res2-000001,1
419,2024/1/8 17:56,2024/1/9 8:14,Create SW anomaly,res3-000001,1
419,2024/1/9 9:48,2024/1/9 11:59,Resolve SW anomaly,res4-000001,1
419,2024/1/9 11:59,2024/1/9 16:35,Require upgrade,res5-000001,1
419,2024/1/9 16:37,2024/1/10 8:53,Take in charge ticket,res6-000001,1
419,2024/1/10 12:46,2024/1/10 14:53,Resolve ticket,res9-000001,1
419,2024/1/10 16:17,2024/1/11 9:33,Closed,res10-000001,1
420,2024/1/8 17:14,2024/1/9 9:06,Insert ticket,res1-000001,1
420,2024/1/9 9:06,2024/1/9 10:41,Assign seriousness,res2-000001,1
420,2024/1/9 10:41,2024/1/9 12:59,Create SW anomaly,res3-000001,1
420,2024/1/9 12:59,2024/1/9 13:45,Resolve SW anomaly,res4-000001,1
420,2024/1/9 17:05,2024/1/10 8:49,Require upgrade,res5-000001,1
420,2024/1/10 10:27,2024/1/10 11:54,Take in charge ticket,res6-000001,1
420,2024/1/11 8:34,2024/1/11 9:38,Resolve ticket,res9-000001,1
420,2024/1/11 11:12,2024/1/11 13:12,Closed,res10-000001,1
421,2024/1/9 9:06,2024/1/9 11:22,Insert ticket,res1-000001,1
421,2024/1/9 11:22,2024/1/9 12:55,Assign seriousness,res2-000001,1
421,2024/1/9 12:59,2024/1/9 13:30,Create SW anomaly,res3-000001,1
421,2024/1/9 16:35,2024/1/9 17:05,Require upgrade,res5-000001,1
421,2024/1/10 8:53,2024/1/10 10:27,Take in charge ticket,res6-000001,1
421,2024/1/10 14:53,2024/1/11 8:34,Resolve ticket,res9-000001,1
421,2024/1/11 9:33,2024/1/11 11:12,Closed,res10-000001,1
422,2024/1/9 11:22,2024/1/9 12:21,Insert ticket,res1-000001,1
422,2024/1/9 12:55,2024/1/9 14:42,Assign seriousness,res2-000001,1
422,2024/1/9 14:42,2024/1/9 16:47,Create SW anomaly,res3-000001,1
422,2024/1/10 8:49,2024/1/10 9:43,Require upgrade,res5-000001,1
422,2024/1/10 11:54,2024/1/10 15:29,Take in charge ticket,res6-000001,1
422,2024/1/11 9:38,2024/1/11 11:47,Resolve ticket,res9-000001,1
422,2024/1/11 13:12,2024/1/11 15:15,Closed,res10-000001,1
423,2024/1/9 12:21,2024/1/9 15:32,Insert ticket,res1-000001,1
423,2024/1/9 15:32,2024/1/9 17:06,Assign seriousness,res2-000001,1
423,2024/1/10 9:43,2024/1/10 11:23,Require upgrade,res5-000001,1
423,2024/1/10 15:29,2024/1/10 16:49,Take in charge ticket,res6-000001,1
423,2024/1/11 11:47,2024/1/11 13:25,Resolve ticket,res9-000001,1
423,2024/1/11 15:15,2024/1/11 17:07,Closed,res10-000001,1
424,2024/1/9 17:19,2024/1/10 9:16,Insert ticket,res1-000001,1
424,2024/1/10 9:16,2024/1/10 12:20,Assign seriousness,res2-000001,1
424,2024/1/10 12:20,2024/1/10 14:45,Create SW anomaly,res3-000001,1
424,2024/1/10 14:45,2024/1/10 15:34,Resolve SW anomaly,res4-000001,1
424,2024/1/10 15:34,2024/1/10 17:44,Require upgrade,res5-000001,1
424,2024/1/10 17:44,2024/1/11 12:25,Take in charge ticket,res6-000001,1
424,2024/1/11 13:25,2024/1/11 14:42,Resolve ticket,res9-000001,1
424,2024/1/11 17:07,2024/1/12 9:20,Closed,res10-000001,1
425,2024/1/10 9:16,2024/1/10 9:55,Insert ticket,res1-000001,1
425,2024/1/10 12:20,2024/1/10 14:57,Assign seriousness,res2-000001,1
425,2024/1/10 14:57,2024/1/10 15:05,Create SW anomaly,res3-000001,1
425,2024/1/10 15:34,2024/1/10 17:02,Resolve SW anomaly,res4-000001,1
425,2024/1/10 17:44,2024/1/11 8:15,Require upgrade,res5-000001,1
425,2024/1/11 12:25,2024/1/11 15:58,Take in charge ticket,res6-000001,1
425,2024/1/11 15:58,2024/1/11 17:07,Resolve ticket,res9-000001,1
425,2024/1/12 9:20,2024/1/12 12:32,Closed,res10-000001,1
426,2024/1/10 9:55,2024/1/10 11:39,Insert ticket,res1-000001,1
426,2024/1/10 14:57,2024/1/10 16:35,Assign seriousness,res2-000001,1
426,2024/1/10 16:35,2024/1/10 17:12,Create SW anomaly,res3-000001,1
426,2024/1/10 17:12,2024/1/11 8:18,Resolve SW anomaly,res4-000001,1
426,2024/1/11 8:18,2024/1/11 9:34,Require upgrade,res5-000001,1
426,2024/1/11 15:58,2024/1/12 8:33,Take in charge ticket,res6-000001,1
426,2024/1/12 8:33,2024/1/12 11:00,Resolve ticket,res9-000001,1
426,2024/1/12 12:32,2024/1/12 13:59,Closed,res10-000001,1
427,2024/1/10 11:39,2024/1/10 14:09,Insert ticket,res1-000001,1
427,2024/1/10 16:35,2024/1/11 8:10,Assign seriousness,res2-000001,1
427,2024/1/11 8:10,2024/1/11 9:13,Create SW anomaly,res3-000001,1
427,2024/1/11 9:13,2024/1/11 9:56,Resolve SW anomaly,res4-000001,1
427,2024/1/11 9:56,2024/1/11 10:30,Require upgrade,res5-000001,1
427,2024/1/12 8:33,2024/1/12 10:59,Take in charge ticket,res6-000001,1
427,2024/1/12 11:00,2024/1/12 13:40,Resolve ticket,res9-000001,1
427,2024/1/12 13:59,2024/1/12 14:16,Closed,res10-000001,1
